,App Id,Name,Developers,Publishers,Metascores,Owners,Genres,Tags,Price
0,642959,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Heroes and Heartbreak,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
1,642960,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Message in a Bottle,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
2,642961,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Crossfire,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
3,642970,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Crackdown,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
4,642971,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: The Vanished,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
5,642972,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Emancipation,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
6,642973,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: D?j? Vu,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
7,642974,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: The Once and Future World,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
8,642975,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Thicker Than Blood,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
9,642976,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: A Little Bit of Heaven,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
10,642977,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Pad'ar,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
11,642978,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: In Memory,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
12,642979,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: The Cloister,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
13,642980,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Interview,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
14,642981,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Keep Your Enemies Closer,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
15,642982,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Subterfuge,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
16,642983,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Scorched Earth,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
17,642984,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Sanctuary,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
18,642985,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Through Your Eyes,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
19,642986,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Time Bomb,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
20,642987,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: The Fields,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
21,642988,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: Apparition,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
22,642989,GENE RODDENBERRY'S EARTH: FINAL CONFLICT: One Taelon Avenue,,,n/a,"0 .. 20,000",[''],n/a,$1.99 
