,App Id,Name,Developers,Publishers,Metascores,Owners,Genres,Tags,Price
0,246300,Paranormal,Matt Cohen,Matt Cohen,n/a,"20,000 .. 50,000","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']","['Horror', 'Indie', 'Early Access', 'Adventure', 'Action', 'Simulation', 'First-Person']",$9.99
1,246340,Protocell,,,n/a,"0 .. 20,000",['Indie'],['Indie'],$0.00
2,246360,Perfection.,Greg Lobanov,Digital Tribe,n/a,"0 .. 20,000","['Casual', 'Indie']","['Casual', 'Indie', 'Puzzle']",$2.99
3,246380,Life Goes On Demo,,,n/a,"0 .. 20,000",[''],n/a,$0.00
4,246400,Nekro,darkForge Games LLC,darkForge Games LLC,n/a,"20,000 .. 50,000","['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']","['Early Access', 'Villain Protagonist', 'Strategy', 'Indie', 'RPG', 'Action', 'Singleplayer', 'Kickstarter', 'Co-op']",$0.00
5,246420,Kingdom Rush - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,n/a,"500,000 .. 1,000,000","['Action', 'Indie', 'Strategy']","['Tower Defense', 'Strategy', 'Indie', 'Singleplayer', 'Fantasy', 'Action', 'Tactical', '2D', 'Casual', 'Adventure', 'Touch-Friendly', 'Difficult', 'Comedy', 'Funny', 'RPG', 'Medieval', 'Cartoon', 'Cartoony', 'Colorful', 'Addictive']",$9.99
6,246440,Lilly Looking Through Demo,Geeta Games,Geeta Games,71%,"0 .. 20,000","['Adventure', 'Indie']","['Point & Click', 'Adventure', 'Indie', 'Story Rich', '2D', 'Great Soundtrack', 'Masterpiece', 'Cult Classic', 'Retro', ""1990's"", 'Classic']",$0.00
7,246460,FORCED Demo,,,n/a,"0 .. 20,000",[''],n/a,$0.00
8,246561,Space Hulk - Preorder DLC,,,n/a,"0 .. 20,000",[''],n/a,$0.00
9,246562,Space Hulk - Kraken Skin DLC,Full Control Studios,Full Control Studios,n/a,"0 .. 20,000","['Indie', 'Strategy']","['Indie', 'Strategy']",$1.99
10,246563,Space Hulk - Sword of Halcyon Campaign,,,n/a,"0 .. 20,000","['Indie', 'Strategy']",n/a,$4.99
11,246564,Space Hulk - Defilement of Honour Campaign,,,n/a,"0 .. 20,000","['Indie', 'Strategy']",n/a,$4.99
12,246580,The Typing of The Dead: Overkill,Modern Dream,SEGA,n/a,"200,000 .. 500,000",['Action'],"['Typing', 'On-Rails Shooter', 'Zombies', 'Comedy', 'Action', 'Education', 'Parody ', 'Arcade', 'Funny', 'Score Attack', 'Horror', 'Singleplayer', 'First-Person', 'Multiplayer', 'Shooter', 'Co-op', 'FPS', 'Gore', 'Great Soundtrack', 'Mature']",$19.99
13,246600,Bitmap2Material,,,n/a,"0 .. 20,000",[''],n/a,$0.00
14,246620,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,n/a,"2,000,000 .. 5,000,000","['Casual', 'Indie', 'Simulation', 'Strategy', 'in Early Access']","['Strategy', 'Simulation', 'Outbreak Sim', 'Indie', 'Singleplayer', 'Multiplayer', 'Zombies', 'Casual', 'Tactical', 'Replay Value', 'Post-apocalyptic', 'Addictive', 'Realistic', 'Early Access', '2D', 'Difficult', 'Atmospheric', 'Co-op', 'Sandbox', 'Survival']",$14.99
15,246640,TorqueL prototype,FullPowerSideAttack.com,,n/a,"0 .. 20,000","['Action', 'Casual', 'Indie']","['Action', 'Casual', 'Indie']",$0.00
16,246660,Assault Android Cactus Demo,Witch Beam,,79%,"0 .. 20,000","['Action', 'Indie', 'in Early Access']","['Twin Stick Shooter', 'Action', 'Indie', 'Bullet Hell', 'Local Co-Op', 'Female Protagonist', 'Arcade', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Great Soundtrack', 'Sci-fi', 'Difficult', '4 Player Local', 'Local Multiplayer', 'Cute', 'Shooter', 'Robots', 'Top-Down', 'Multiplayer', 'Fast-Paced']",$0.00
17,246680,Secrets of Rætikon,Broken Rules,Broken Rules,n/a,"100,000 .. 200,000","['Action', 'Adventure', 'Indie']","['Indie', 'Adventure', 'Action', 'Nature', 'Puzzle', 'Exploration', 'Open World', 'Metroidvania', 'Beautiful', 'Flight', 'Singleplayer', '2D', 'Controller']",$9.99
18,246720,Wayward Manor,"Moonshark, Inc.","Moonshark, Inc.",41%,"0 .. 20,000","['Adventure', 'Casual', 'Indie']","['Adventure', 'Casual', 'Indie', 'Puzzle', 'Horror']",$6.99
19,246740,Huntsman: The Orphanage (Halloween Edition),ShadowShifters,ShadowShifters,n/a,"50,000 .. 100,000","['Action', 'Adventure', 'Indie']","['Adventure', 'Horror', 'Indie', 'Action', 'First-Person']",$8.99
20,246760,Legends of Eisenwald,Aterdux Entertainment,Aterdux Entertainment,71%,"100,000 .. 200,000","['Adventure', 'Indie', 'RPG', 'Strategy', 'in Early Access']","['Tactical RPG', 'Turn-Based', 'Choices Matter', 'Atmospheric', 'Strategy RPG', 'Choose Your Own Adventure', 'Story Rich', 'Multiple Endings', 'Character Customization', 'Medieval', 'Difficult', 'Third Person', '3D', 'Inventory Management', 'Level Editor', 'Tactical', 'RPG', 'Strategy', 'Turn-Based Strategy', 'Historical']",$2.99
21,246800,BeatBlasters III,Chainsawesome Games,Chainsawesome Games,56%,"20,000 .. 50,000","['Action', 'Indie']","['Indie', 'Action', 'Rhythm', 'Music', 'Platformer']",$9.99
22,246820,Jeklynn Heights,"Vex Studios, LLC","Vex Studios, LLC",n/a,"0 .. 20,000","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']","['Action', 'Indie', 'Casual', 'Adventure', 'Early Access']",$0.00
23,246840,FATE,WildTangent,WildTangent,80%,"200,000 .. 500,000","['Action', 'Adventure', 'RPG']","['RPG', 'Action', 'Adventure', 'Dungeon Crawler', 'Action RPG', 'Hack and Slash', 'Fantasy', 'Singleplayer', 'Fishing', 'Isometric', 'Casual', 'Loot', 'Rogue-like', 'Character Customization', 'Rogue-lite', 'Old School', 'Dog', 'Classic', 'Epic', 'Multiplayer']",$7.99
24,246880,Recruits,Commotion Games Pty Ltd,Commotion Games Pty Ltd,n/a,"0 .. 20,000","['Action', 'Indie', 'Early Access']","['Action', 'Indie', 'Early Access', 'Top-Down', 'Shooter']",$9.99
25,246900,Viscera Cleanup Detail,RuneStorm,RuneStorm,n/a,"500,000 .. 1,000,000","['Indie', 'Simulation', 'in Early Access']","['Simulation', 'Gore', 'Multiplayer', 'First-Person', 'Co-op', 'Indie', 'Funny', 'Physics', 'Sci-fi', 'Comedy', 'Space', 'Singleplayer', 'Horror', 'Walking Simulator', 'Casual', 'Blood', 'Parody ', 'Sandbox', 'Adventure', 'FPS']",$12.99
26,246920,Bombernauts,Eyebrow Interactive,Eyebrow Interactive,n/a,"0 .. 20,000","['Action', 'Indie', 'in Early Access']","['Action', 'Indie', 'Multiplayer', 'Voxel']",$9.99
27,246940,Lords of the Black Sun,Arkavi Studios,Iceberg Interactive,n/a,"0 .. 20,000","['Indie', 'Strategy']","['Strategy', '4X', 'Indie', 'Space', 'Turn-Based', 'Sci-fi', 'Turn-Based Strategy', 'Adventure', 'Singleplayer']",$29.99
28,246960,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,Black Forest Games,HandyGames,84%,"100,000 .. 200,000","['Action', 'Indie']","['Indie', 'Action', 'Platformer', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', 'Difficult', 'Controller', 'Arcade', '2.5D', '2D']",$4.99
29,246980,InFlux,Impromptu Games,Impromptu Games,n/a,"50,000 .. 100,000","['Adventure', 'Casual', 'Indie']","['Casual', 'Indie', 'Puzzle', 'Adventure', 'Platformer']",$9.99
30,247000,Talisman: Digital Edition,Nomad Games,Nomad Games,51%,"500,000 .. 1,000,000","['Indie', 'RPG', 'Strategy']","['Board Game', 'Tabletop', 'Strategy', 'Multiplayer', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Card Game', 'Local Multiplayer', 'Singleplayer', 'Games Workshop', 'Adventure', 'Turn-Based Strategy', 'Casual', 'Local Co-Op', 'Touch-Friendly', '2.5D', 'PvP', 'Grid-Based Movement']",$6.99
31,247020,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,Vertigo Gaming Inc.,n/a,"500,000 .. 1,000,000","['Action', 'Indie', 'Simulation', 'Strategy']","['Time Management', 'Typing', 'Casual', 'Management', 'Difficult', 'Arcade', 'Strategy', '2D', 'Cute', 'Funny', 'Action', 'Simulation', 'Family Friendly', 'Comedy', 'Co-op', 'Local Co-Op', 'Local Multiplayer', '4 Player Local', 'Singleplayer', 'Co-op Campaign']",$9.99
32,247080,Crypt of the NecroDancer,Brace Yourself Games,Brace Yourself Games,87%,"2,000,000 .. 5,000,000","['Action', 'Indie', 'RPG', 'in Early Access']","['Rhythm', 'Rogue-like', 'Perma Death', 'Mystery Dungeon', 'Dungeon Crawler', 'Rogue-lite', 'Difficult', 'Top-Down', 'Female Protagonist', 'Music-Based Procedural Generation', '2D', 'RPG', 'Procedural Generation', 'Pixel Graphics', 'Action', 'Magic', 'Fantasy', 'Medieval', 'Dark Fantasy', 'Hack and Slash']",$14.99
33,247120,Portal 2 Sixense Perceptual Pack,,Sixense,n/a,"1,000,000 .. 2,000,000",[''],"['Adventure', 'Free to Play', 'Action', 'Multiplayer', 'Puzzle', 'First-Person', 'Singleplayer', 'Robots', 'FPS', 'Strategy', 'Co-op']",$0.00
34,247140,Soundodger+,Studio Bean,Adult Swim Games,78%,"50,000 .. 100,000","['Casual', 'Indie']","['Indie', 'Casual', 'Music', 'Bullet Hell', 'Rhythm', 'Great Soundtrack', 'Mouse only', 'Music-Based Procedural Generation', 'Level Editor', 'Arcade', 'Difficult']",$7.99
35,247180,Ragnarok Online 2 - For the Bold and Wonderful Pack,"Gravity, Inc.",Gravity Interactive,n/a,"0 .. 20,000","['Free to Play', 'Massively Multiplayer', 'RPG']",n/a,$44.99
36,247190,Ragnarok Online 2 - Emperium Warrior Pack,,,n/a,"0 .. 20,000","['Free to Play', 'Massively Multiplayer', 'RPG']",n/a,$44.99
37,247240,Volgarr the Viking,Crazy Viking Studios,Adult Swim Games,76%,"200,000 .. 500,000","['Action', 'Adventure', 'Indie']","['Platformer', 'Difficult', 'Action', 'Indie', 'Retro', '2D', 'Adventure', 'Singleplayer', 'Arcade', 'Old School', 'Side Scroller', 'Pixel Graphics', 'Fantasy', 'Gore']",$9.99
38,247260,PAC-MAN Championship Edition DX+ Demo,"Mine Loader Software Co., Ltd.",Namco Bandai Games,n/a,"0 .. 20,000",['Action'],"['Arcade', 'Retro', 'Classic', 'Score Attack', 'Action', 'Remake', '2D', 'Great Soundtrack', 'Fast-Paced', 'Casual', 'Old School', 'Addictive', 'Singleplayer', 'Puzzle', 'Strategy', 'Colorful', 'Controller', 'Masterpiece', 'Multiplayer', 'Touch-Friendly']",$0.00
39,247290,Saints Row IV: Brady Games Pack,Deep Silver Volition,Deep Silver,n/a,"0 .. 20,000","['Action', 'Adventure']","['Action', 'Adventure']",$0.99
40,247291,Saints Row IV: Grass Roots Pack,Deep Silver Volition,Deep Silver,n/a,"0 .. 20,000","['Action', 'Adventure']","['Adventure', 'Action']",$2.99
41,247292,Saints Row IV: Presidential Pack,Deep Silver Volition,Deep Silver,n/a,"0 .. 20,000","['Action', 'Adventure']","['Action', 'Adventure']",$2.99
42,247293,Saints Row IV: Dubstep Gun (Remix) Pack,Deep Silver Volition,Deep Silver,n/a,"0 .. 20,000","['Action', 'Adventure']","['Action', 'Adventure']",$2.99
