record_id,App Id,Name,Developers,Publishers,Metascores,Owners,Genres
681,475550,Beholder,Warm Lamp Games,Alawar Premium,0.75,500000,"['Adventure', 'Indie', 'Strategy']"
707,493900,Dungeons 3,Realmforge Studios,Kalypso Media,0.75,200000,"['Simulation', 'Strategy']"
836,641990,The Escapists 2,Team17 Digital Ltd,Team17 Digital Ltd,0.75,1000000,"['Indie', 'Simulation', 'Strategy']"
975,953490,CARRION,Phobia Game Studio,Devolver Digital,0.75,200000,"['Action', 'Adventure', 'Indie']"
15,107410,Arma 3,Bohemia Interactive,Bohemia Interactive,0.74,5000000,"['Action', 'Simulation', 'Strategy', 'in Early Access']"
21,1089350,NBA 2K20,Visual Concepts,2K,0.74,5000000,"['Simulation', 'Sports']"
24,109600,Neverwinter,Cryptic Studios,Perfect World Entertainment,0.74,5000000,"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
88,202970,Call of Duty: Black Ops II,Treyarch,Activision,0.74,2000000,['Action']
95,204340,Serious Sam 2,Croteam,Devolver Digital,0.74,1000000,"['Action', 'Indie']"
115,209000,Batman: Arkham Origins,WB Games Montreal,Warner Bros. Interactive Entertainment,0.74,2000000,"['Action', 'Adventure']"
124,21100,F.E.A.R. 3,Day 1 Studios,Warner Bros. Interactive Entertainment,0.74,1000000,['Action']
135,214340,Deponia,Daedalic Entertainment,Daedalic Entertainment,0.74,1000000,"['Adventure', 'Indie']"
166,222880,Insurgency,New World Interactive,New World Interactive,0.74,2000000,"['Action', 'Indie', 'Strategy']"
184,225540,Just Cause 3,Avalanche Studios,Square Enix,0.74,2000000,"['Action', 'Adventure']"
411,311560,Assassinâ€™s Creed Rogue,Ubisoft Sofia,Ubisoft,0.74,500000,"['Action', 'Adventure']"
511,368230,Kingdom: Classic,Noio,Raw Fury,0.74,1000000,"['Indie', 'Simulation', 'Strategy']"
515,368500,Assassin's Creed Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,0.74,500000,"['Action', 'Adventure']"
516,371660,Far Cry Primal,Ubisoft,Ubisoft,0.74,500000,"['Action', 'Adventure']"
625,42910,Magicka,Arrowhead Game Studios,Paradox Interactive,0.74,2000000,"['Action', 'RPG']"
700,489830,The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios,Bethesda Softworks,0.74,2000000,['RPG']
746,544920,Darwin Project,Scavengers Studio,Scavengers Studio,0.74,500000,"['Action', 'Free to Play', 'Indie', 'in Early Access']"
754,55150,"Warhammer 40,000: Space Marine",Relic Entertainment,SEGA,0.74,2000000,['Action']
803,606150,Moonlighter,Digital Sun,11 bit studios,0.74,500000,"['Action', 'Adventure', 'Indie']"
204,233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,0.73,2000000,"['Action', 'Adventure']"
211,234140,Mad Max,Avalanche Studios,Warner Bros. Interactive Entertainment,0.73,2000000,"['Action', 'Adventure']"
256,242920,Banished,Shining Rock Software LLC,Shining Rock Software LLC,0.73,1000000,"['Indie', 'Simulation', 'Strategy']"
315,265300,Lords Of The Fallen,CI Games,CI Games,0.73,500000,"['Action', 'RPG']"
342,278360,A Story About My Uncle,Gone North Games,Coffee Stain Publishing,0.73,5000000,"['Adventure', 'Casual', 'Indie']"
365,288160,The Room,Fireproof Games,Fireproof Games,0.73,500000,"['Adventure', 'Indie']"
378,292730,Call of Duty: Infinite Warfare,Infinity Ward,Activision,0.73,500000,"['Action', 'Adventure']"
409,311210,Call of Duty: Black Ops III,Treyarch,Activision,0.73,2000000,"['Action', 'Adventure']"
462,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,0.73,2000000,"['Action', 'Simulation', 'Strategy']"
506,367450,Poly Bridge,Dry Cactus,Dry Cactus,0.73,500000,"['Indie', 'Simulation', 'in Early Access']"
567,394310,Punch Club,Lazy Bear Games,tinyBuild,0.73,500000,"['Indie', 'RPG', 'Strategy']"
742,535230,Domina,DolphinBarn,DolphinBarn,0.73,200000,"['Action', 'Indie', 'Simulation', 'Strategy']"
749,548570,RAGE 2,id Software,Bethesda Softworks,0.73,200000,['Action']
784,582660,Black Desert Online,Pearl Abyss,Kakao Games Europe B.V.,0.73,5000000,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
834,640820,Pathfinder: Kingmaker - Enhanced Plus Edition,Owlcat Games,Deep Silver,0.73,500000,['RPG']
851,666140,My Time At Portia,Pathea Games,Team17 Digital Ltd,0.73,500000,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'in Early Access']"
876,706220,Black Desert Online SA,Pearl Abyss,RedFox Games,0.73,"20,000","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
893,743450,Monster Prom,Beautiful Glitch,Those Awesome Guys,0.73,200000,"['Indie', 'Simulation']"
912,787860,Farming Simulator 19,Giants Software,Focus Home Interactive,0.73,500000,['Simulation']
939,851850,DRAGON BALL Z: KAKAROT,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,0.73,500000,"['Action', 'RPG']"
54,12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,0.72,1000000,"['Action', 'Adventure']"
58,1222680,Need for Speed Heat,Ghost Games,Electronic Arts,0.72,500000,"['Action', 'Adventure', 'Racing', 'Sports']"
60,1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,0.72,2000000,['Action']
109,208090,Loadout,Edge of Reality,Edge of Reality,0.72,5000000,"['Action', 'Free to Play', 'Indie']"
141,215530,The Incredible Adventures of Van Helsing,NeocoreGames,NeocoreGames,0.72,1000000,"['Action', 'Adventure', 'Indie', 'RPG']"
248,24200,DC Universe Online,Dimensional Ink Games,Daybreak Game Company,0.72,2000000,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
351,282900,Hyperdimension Neptunia Re;Birth1,"IDEA FACTORY Co., Ltd.","Idea Factory International, Inc.",0.72,200000,"['RPG', 'Strategy']"
387,299360,Block N Load,Toadman Interactive,Toadman Interactive,0.72,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
392,301640,Zombie Army Trilogy,Rebellion,Rebellion,0.72,500000,['Action']
519,374040,Portal Knights,Keen Games,505 Games,0.72,500000,"['Action', 'Adventure', 'RPG', 'in Early Access']"
561,391720,Layers of Fear,Bloober Team SA,Aspyr,0.72,2000000,"['Adventure', 'Indie', 'in Early Access']"
592,41070,Serious Sam 3: BFE,Croteam,Devolver Digital,0.72,2000000,"['Action', 'Indie']"
620,427290,Vampyr,DONTNOD Entertainment,Focus Home Interactive,0.72,200000,"['Action', 'RPG']"
657,449960,Book of Demons,Thing Trunk,Thing Trunk,0.72,500000,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'in Early Access']"
666,460920,Steep,Ubisoft Annecy,Ubisoft,0.72,1000000,"['Action', 'Sports']"
805,606880,GreedFall,Spiders,Focus Home Interactive,0.72,200000,['RPG']
902,761890,Albion Online,Sandbox Interactive GmbH,Sandbox Interactive GmbH,0.72,1000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
927,823500,BONEWORKS,Stress Level Zero,Stress Level Zero,0.72,500000,"['Action', 'Adventure', 'Indie', 'Simulation']"
967,942970,Unheard,NEXT Studios,NEXT Studios,0.72,500000,"['Indie', 'RPG', 'Simulation']"
972,9480,Saints Row 2,Volition,Deep Silver,0.72,2000000,['Action']
67,130,Half-Life: Blue Shift,Gearbox Software,Valve,0.71,5000000,['Action']
208,233720,Surgeon Simulator,Bossa Studios,Bossa Studios,0.71,1000000,"['Action', 'Indie', 'Simulation']"
245,241560,The Crew,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,0.71,200000,"['Action', 'Massively Multiplayer', 'Racing']"
341,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.71,500000,['Action']
385,298630,The Escapists,Mouldy Toof Studios,Team17 Digital Ltd,0.71,1000000,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']"
415,31280,Poker Night at the Inventory,Telltale Games,Soldak Entertainment,0.71,1000000,"['Casual', 'Sports']"
467,341800,Keep Talking and Nobody Explodes,Steel Crate Games,Steel Crate Games,0.71,500000,['Indie']
531,381210,Dead by Daylight,Behaviour Interactive Inc.,Behaviour Interactive Inc.,0.71,5000000,['Action']
651,446800,Transport Fever,Urban Games,Good Shepherd Entertainment,0.71,500000,['Simulation']
861,678960,CODE VEIN,BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,0.71,500000,"['Action', 'RPG']"
237,239160,Thief,Eidos-MontrÃ©al,Square Enix,0.7,1000000,"['Action', 'Adventure']"
255,242860,Verdun,M2H,M2H,0.7,1000000,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'in Early Access']"
471,346110,ARK: Survival Evolved,Studio Wildcard,Studio Wildcard,0.7,5000000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'in Early Access']"
495,362680,Fran Bow,Killmonday Games AB,Killmonday Games AB,0.7,200000,"['Adventure', 'Indie']"
631,433850,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,0.7,10000000000,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'in Early Access']"
684,477160,Human: Fall Flat,No Brakes Games,Curve Digital,0.7,5000000,"['Adventure', 'Indie']"
711,49600,Beat Hazard,Cold Beam Games,Cold Beam Games,0.7,500000,"['Action', 'Casual', 'Indie']"
753,55100,Homefront,Kaos Studios,Deep Silver,0.7,2000000,['Action']
804,606280,Darksiders III,Gunfire Games,THQ Nordic,0.7,200000,"['Action', 'Adventure', 'RPG']"
158,221040,Resident Evil 6,Capcom,Capcom,0.69,1000000,"['Action', 'Adventure']"
177,224480,Octodad: Dadliest Catch,Young Horses,Young Horses,0.69,500000,"['Action', 'Adventure', 'Indie']"
198,230410,Warframe,Digital Extremes,Digital Extremes,0.69,20000000,"['Action', 'Free to Play']"
289,252490,Rust,Facepunch Studios,Facepunch Studios,0.69,10000000000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'in Early Access']"
491,360170,How to Survive 2,Eko Software,505 Games,0.69,500000,"['Action', 'Adventure', 'RPG', 'in Early Access']"
573,397340,SimplePlanes,"Jundroo, LLC","Jundroo, LLC",0.69,500000,"['Indie', 'Simulation']"
652,447020,Farming Simulator 17,Giants Software,Giants Software,0.69,500000,['Simulation']
709,495420,State of Decay 2: Juggernaut Edition,Undead Labs,Xbox Game Studios,0.69,500000,"['Action', 'RPG', 'Simulation']"
794,599140,Graveyard Keeper,Lazy Bear Games,tinyBuild,0.69,500000,"['Adventure', 'Indie', 'RPG', 'Simulation']"
843,648350,Jurassic World Evolution,Frontier Developments,Frontier Developments,0.69,1000000,"['Simulation', 'Strategy']"
13,10680,Aliens vs. Predator,Rebellion,SEGA,0.68,1000000,['Action']
117,209160,Call of Duty: Ghosts,Infinity Ward,Activision,0.68,1000000,['Action']
160,221260,Little Inferno,Tomorrow Corporation,Tomorrow Corporation,0.68,500000,"['Adventure', 'Casual', 'Indie']"
161,221380,Age of Empires II (2013),Skybox Labs,Xbox Game Studios,0.68,5000000,['Strategy']
210,233980,UnEpic,@unepic_fran,@unepic_fran,0.68,200000,"['Action', 'Indie', 'RPG']"
239,239820,Game Dev Tycoon,Greenheart Games,Greenheart Games,0.68,1000000,"['Casual', 'Indie', 'Simulation', 'Strategy']"
260,244450,Men of War: Assault Squad 2,Digitalmindsoft,1C Entertainment,0.68,1000000,"['Action', 'Simulation', 'Strategy']"
323,268050,The Evil Within,Tango Gameworks,Bethesda Softworks,0.68,1000000,['Action']
427,320300,Car Mechanic Simulator 2015,Red Dot Games,PlayWay S.A.,0.68,500000,"['Racing', 'Simulation']"
642,440900,Conan Exiles,Funcom,Funcom,0.68,1000000,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
674,469820,Genital Jousting,Free Lives,Devolver Digital,0.68,200000,"['Action', 'Indie', 'in Early Access']"
697,48720,Mount & Blade: With Fire & Sword,TaleWorlds Entertainment,TaleWorlds Entertainment,0.68,1000000,"['Action', 'RPG']"
720,503560,911 Operator,Jutsu Games,Games Operators,0.68,500000,"['Casual', 'Indie', 'Simulation', 'Strategy']"
731,517630,Just Cause 4 Reloaded,Avalanche Studios,Square Enix,0.68,500000,"['Action', 'Adventure']"
810,613100,House Flipper,Empyrean,Frozen District,0.68,1000000,"['Indie', 'Simulation']"
287,251990,Long Live The Queen,Hanako Games,Hanako Games,0.67,200000,"['Indie', 'RPG', 'Simulation', 'Strategy']"
311,263280,Spintires: The Original Game,OoveeÂ® Game Studios,OoveeÂ® Game Studios,0.67,1000000,"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']"
593,411300,ELEX,Piranha Bytes,THQ Nordic,0.67,500000,"['Action', 'Adventure', 'RPG']"
738,527430,"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,NeocoreGames,0.67,200000,"['Action', 'Adventure', 'Indie', 'RPG', 'in Early Access']"
914,794260,Outward,Nine Dots Studio,Deep Silver,0.67,200000,['RPG']
321,266840,Age of Mythology: Extended Edition,SkyBox Labs,Xbox Game Studios,0.66,1000000,"['Simulation', 'Strategy']"
441,327410,A Bird Story,Freebird Games,Freebird Games,0.66,200000,"['Adventure', 'Indie', 'RPG']"
442,32800,Lord of the Rings: War in the North,Snowblind Studios,Warner Bros. Interactive Entertainment,0.66,1000000,"['Action', 'RPG']"
679,474960,Quantum Break,Remedy Entertainment,Xbox Game Studios,0.66,1000000,['Action']
825,633230,NARUTO TO BORUTO: SHINOBI STRIKER,Soleil Ltd.,BANDAI NAMCO Entertainment,0.66,500000,['Action']
826,63380,Sniper Elite V2,Rebellion,Rebellion,0.66,1000000,['Action']
849,65930,The Bureau: XCOM Declassified,2K Marin,2K,0.66,2000000,['Action']
991,9900,Star Trek Online,Cryptic Studios,Perfect World Entertainment,0.66,2000000,"['Free to Play', 'Massively Multiplayer', 'RPG']"
194,228300,Remember Me,DONTNOD Entertainment,Capcom,0.65,500000,"['Action', 'Adventure']"
203,232890,Stronghold Crusader 2,FireFly Studios,FireFly Studios,0.65,1000000,"['Simulation', 'Strategy']"
339,274940,Depth,Digital Confectioners,Digital Confectioners,0.65,1000000,"['Action', 'Indie']"
383,297000,Heroes of Might & Magic III - HD Edition,Dotemu,Ubisoft Entertainment,0.65,1000000,"['RPG', 'Strategy']"
915,80,Counter-Strike: Condition Zero,Valve,Valve,0.65,5000000,['Action']
116,209080,Guns of Icarus Online,Muse Games,Muse Games,0.64,2000000,"['Action', 'Adventure', 'Indie', 'Simulation']"
179,224600,Defiance,Trion Worlds,Trion Worlds,0.64,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
418,313160,Farming Simulator 15,Giants Software,Giants Software,0.64,500000,['Simulation']
835,641320,Cooking Simulator,Big Cheese Studio,PlayWay S.A.,0.64,200000,"['Casual', 'Indie', 'Simulation']"
998,99900,Spiral Knights,"Grey Havens, LLC","Grey Havens, LLC",0.64,2000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
370,290080,Life is Feudal: Your Own,Bitbox Ltd.,Bitbox Ltd.,0.63,200000,"['Action', 'Indie', 'RPG', 'Simulation', 'in Early Access']"
454,333930,Dirty Bomb,Splash Damage,Warchest Ltd.,0.63,5000000,"['Action', 'Free to Play']"
787,588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,0.63,5000000,"['Free to Play', 'RPG', 'Simulation']"
232,238430,Contagion,"Monochrome, Inc","Monochrome, Inc",0.62,1000000,"['Action', 'Adventure', 'Indie']"
318,265930,Goat Simulator,Coffee Stain Studios,Coffee Stain Publishing,0.62,2000000,"['Casual', 'Indie', 'Simulation']"
372,291480,Warface,MY.GAMES,MY.GAMES,0.62,10000000000,"['Action', 'Free to Play', 'Massively Multiplayer']"
451,332800,Five Nights at Freddy's 2,Scott Cawthon,Scott Cawthon,0.62,500000,['Indie']
492,360430,Mafia III: Definitive Edition,Hangar 13,2K,0.62,1000000,"['Action', 'Adventure']"
340,275850,No Man's Sky,Hello Games,Hello Games,0.61,2000000,"['Action', 'Adventure']"
393,302510,Ryse: Son of Rome,Crytek,Crytek,0.61,1000000,['Action']
640,438740,Friday the 13th: The Game,IllFonic,Gun Media,0.61,1000000,['Action']
817,626690,Sword Art Online: Fatal Bullet,DIMPS,BANDAI NAMCO Entertainment,0.61,500000,"['Action', 'RPG']"
281,250400,How to Survive,Eko Software,505 Games,0.6,1000000,"['Action', 'Adventure', 'RPG']"
616,424370,Wolcen: Lords of Mayhem,WOLCEN Studio,WOLCEN Studio,0.6,2000000,"['Action', 'Adventure', 'Indie', 'RPG']"
146,218640,Lucius,Shiver Games,Shiver Games,0.59,500000,"['Action', 'Adventure', 'Indie']"
171,223470,POSTAL 2,Running With Scissors,Running With Scissors,0.59,2000000,"['Action', 'Adventure', 'Indie']"
206,233290,Murdered: Soul Suspect,Airtight Games,Square Enix,0.59,500000,"['Action', 'Adventure', 'RPG']"
271,247730,Nether: Resurrected,"Nether Productions, LLC","Nether Productions, LLC",0.57,500000,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
983,962730,Skater XL - The Ultimate Skateboarding Game,Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd,0.56,200000,"['Action', 'Indie', 'Simulation', 'Sports', 'in Early Access']"
168,223100,Homefront: The Revolution,Dambuster Studios,Deep Silver,0.54,500000,"['Action', 'Adventure']"
870,70000,Dino D-Day,800 North and Digital Ranch,800 North and Digital Ranch,0.53,1000000,"['Action', 'Indie']"
473,34870,Sniper: Ghost Warrior 2,City Interactive,CI Games,0.52,1000000,['Action']
549,388090,Five Nights at Freddy's 4,Scott Cawthon,Scott Cawthon,0.51,200000,"['Action', 'Indie', 'Strategy']"
522,375950,Viridi,Zoe Vartanian,Ice Water Games,0.46,500000,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
468,341940,Hatred,Destructive Creations,Destructive Creations,0.43,200000,"['Action', 'Indie']"
3,1022450,War Selection,Glyph Worlds,Glyph Worlds,0,500000,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']"
6,1046930,Dota Underlords,Valve,Valve,0,5000000,"['Casual', 'Free to Play', 'Strategy', 'in Early Access']"
7,104900,ORION: Prelude,Spiral Game Studios,DANKIE,0,2000000,"['Action', 'Adventure', 'Indie', 'RPG']"
16,1080110,F1 2020,Codemasters,Codemasters,0,200000,"['Racing', 'Simulation', 'Sports']"
18,108600,Project Zomboid,The Indie Stone,The Indie Stone,0,1000000,"['Indie', 'RPG', 'Simulation', 'Early Access']"
20,108800,Crysis 2 - Maximum Edition,Crytek Studios,Electronic Arts,0,1000000,['Action']
22,1089980,The Henry Stickmin Collection,PuffballsUnited,Innersloth,0,200000,"['Adventure', 'Casual', 'Indie']"
23,1094520, Sands of Salzaar,Han-Squirrel Studio,X.D. Network Inc.,0,500000,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
28,11020,TrackMania Nations Forever,Nadeo,Ubisoft,0,2000000,['Racing']
31,1113000,Persona 4 Golden,ATLUS,SEGA,0,500000,['RPG']
32,1118200,People Playground,mestiez,Studio Minus,0,200000,"['Casual', 'Indie', 'Simulation']"
33,1121910,"I Love You, Colonel Sanders! A Finger Lickinâ€™ Good Dating Simulator",Psyop,KFC,0,200000,"['Casual', 'Indie', 'Simulation']"
34,1128000,Cube World,Picroma,Picroma,0,200000,"['Adventure', 'Indie', 'RPG']"
37,113400,APB Reloaded,Little Orbit,Little Orbit,0,5000000,"['Action', 'Free to Play', 'Massively Multiplayer']"
38,1145360,Hades,Supergiant Games,Supergiant Games,0,500000,"['Action', 'Indie', 'RPG', 'Early Access']"
39,1147560,Skul: The Hero Slayer,SouthPAW Games,NEOWIZ,0,200000,"['Action', 'Indie', 'Early Access']"
40,1151340,Fallout 76,Bethesda Game Studios,Bethesda Softworks,0,500000,['RPG']
41,1151640,Horizon Zero Dawn Complete Edition,Guerrilla,"PlayStation Mobile, Inc.",0,200000,"['Action', 'Adventure', 'RPG']"
45,1172620,Sea of Thieves,Rare Ltd,Xbox Game Studios,0,2000000,"['Action', 'Adventure']"
47,1189630,Path Of Wuxia,Heluo Studio,Japanese,0,500000,"['Indie', 'RPG', 'Early Access']"
52,1213210,Command & Conquer Remastered Collection,Petroglyph,Electronic Arts,0,1000000,['Strategy']
53,1217060,Gunfire Reborn,Duoyi (Hong Kong) Interactive Entertainment Limited,Duoyi (Hong Kong) Interactive Entertainment Limited,0,1000000,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
56,12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,0,1000000,['Action']
61,1250410,Microsoft Flight Simulator,Asobo Studio,Xbox Game Studios,0,200000,['Simulation']
65,1289310,Helltaker,vanripper,vanripper,0,1000000,"['Adventure', 'Free to Play', 'Indie']"
91,203290,America's Army: Proving Grounds,U.S. Army,U.S. Army,0,2000000,"['Action', 'Free to Play']"
96,204360,Castle Crashers,The Behemoth,The Behemoth,0,5000000,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
103,206210,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,0,2000000,"['Action', 'Free to Play']"
106,206500,AirMech Strike,Carbon Games,Carbon Games,0,1000000,"['Action', 'Free to Play', 'Indie', 'Strategy', 'in Early Access']"
113,208650,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,0,2000000,"['Action', 'Adventure']"
127,211500,RaceRoom Racing Experience,Sector3 Studios,Sector3 Studios,0,1000000,"['Free to Play', 'Racing', 'Simulation', 'Sports']"
130,212480,Sonic & All-Stars Racing Transformed Collection,Sumo Digital,SEGA,0,500000,"['Racing', 'Sports']"
133,213610,Sonic Adventure 2,SEGA,SEGA,0,500000,['Action']
134,213670,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,0,2000000,"['Action', 'Adventure', 'RPG']"
136,214420,Gear Up,Doctor Entertainment AB,Doctor Entertainment AB,0,200000,"['Action', 'Free to Play', 'Indie', 'in Early Access']"
159,221100,DayZ,Bohemia Interactive,Bohemia Interactive,0,2000000,"['Action', 'Adventure', 'Massively Multiplayer']"
163,221680,Rocksmith 2014 Edition - Remastered,Ubisoft - San Francisco,Ubisoft,0,500000,"['Casual', 'Simulation']"
173,223710,Cry of Fear,Team Psykskallar,Team Psykskallar,0,2000000,"['Action', 'Adventure', 'Indie']"
174,223750,DCS World Steam Edition,Eagle Dynamics SA,The Fighter Collection,0,2000000,"['Free to Play', 'Simulation']"
176,224260,No More Room in Hell,No More Room in Hell Team,Lever Games,0,5000000,"['Action', 'Free to Play', 'Indie']"
178,224540,Ace of Spades: Battle Builder,Jagex Limited,Jagex,0,1000000,"['Action', 'Indie']"
185,225840,Sven Co-op,Sven Co-op team,Sven Co-op team,0,2000000,"['Action', 'Casual', 'Free to Play', 'Indie']"
186,226700,Infestation: Survivor Stories Classic,OP Productions LLC,OP Productions LLC,0,500000,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
190,227940,Heroes & Generals,RETO MOTO,RETO MOTO,0,10000000000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy', 'in Early Access']"
191,2280,Ultimate Doom,id Software,id Software,0,500000,['Action']
197,230290,Universe Sandbox,Giant Army,Giant Army,0,500000,"['Casual', 'Indie', 'Simulation', 'Early Access']"
217,235600,Tom Clancyâ€™s Splinter Cell Blacklist,Ubisoft Toronto,Ubisoft,0,500000,"['Action', 'Adventure']"
218,236090,Dust: An Elysian Tail,Humble Hearts LLC,Xbox Game Studios,0,1000000,"['Action', 'Adventure', 'Indie', 'RPG']"
219,236110,Dungeon Defenders II,Trendy Entertainment,Trendy Entertainment,0,1000000,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy', 'in Early Access']"
222,236450,PAC-MAN Championship Edition DX+,"Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,0,200000,['Action']
224,236870,HITMAN,IO Interactive A/S,IO Interactive A/S,0,2000000,['Action']
229,238090,Sniper Elite 3,Rebellion,Rebellion,0,1000000,"['Action', 'Adventure']"
231,238370,Magicka 2,Pieces Interactive,Paradox Interactive,0,1000000,"['Action', 'Adventure']"
241,24010,Train Simulator 2020,Dovetail Games,Dovetail Games - Trains,0,1000000,['Simulation']
242,240720,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,0,1000000,['Action']
249,242050,Assassinâ€™s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,0,1000000,"['Action', 'Adventure']"
253,242720,GunZ 2: The Second Duel,"Masangsoft, Inc.","Masangsoft, Inc.",0,2000000,"['Action', 'Free to Play', 'Indie']"
261,244850,Space Engineers,Keen Software House,Keen Software House,0,2000000,"['Action', 'Indie', 'Simulation', 'Strategy', 'in Early Access']"
262,244930,SNOW,Poppermost Productions,Crytek,0,1000000,"['Free to Play', 'Indie', 'Simulation', 'Sports', 'in Early Access']"
266,246420,Kingdom Rush - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,0,500000,"['Action', 'Indie', 'Strategy']"
267,246620,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,0,2000000,"['Casual', 'Indie', 'Simulation', 'Strategy', 'in Early Access']"
268,246900,Viscera Cleanup Detail,RuneStorm,RuneStorm,0,500000,"['Indie', 'Simulation', 'in Early Access']"
272,248390,Craft The World,Dekovir Entertainment,Black Maple Games,0,200000,"['Indie', 'RPG', 'Simulation', 'Strategy']"
273,248570,Toribash,Nabi Studios,"Nicalis, Inc.",0,2000000,"['Action', 'Free to Play', 'Indie', 'Strategy']"
282,250600,The Plan,Krillbite Studio,Krillbite Studio,0,500000,"['Casual', 'Free to Play', 'Indie']"
284,250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.","Nicalis, Inc.",0,2000000,['Action']
286,251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,0,2000000,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
288,252150,Grimm,Spicyhorse Games,Spicyhorse Games,0,1000000,"['Casual', 'Indie']"
292,253250,Stonehearth,Radiant Entertainment,(none),0,200000,"['Indie', 'Simulation', 'Strategy']"
293,253710,theHunter Classic,Expansive Worlds,Expansive Worlds,0,5000000,"['Action', 'Adventure', 'Free to Play', 'Simulation', 'Sports']"
301,259080,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix,0,1000000,"['Action', 'Adventure']"
303,260230,Valiant Hearts: The Great War / Soldats Inconnus : MÃ©moires de la Grande Guerre,Ubisoft Montpellier,Ubisoft,0,500000,['Adventure']
305,261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,0,5000000,"['Action', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
310,262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,0,2000000,"['Free to Play', 'Indie', 'Simulation']"
312,263980,Out There Somewhere,MiniBoss,Senpai Studios,0,200000,"['Action', 'Adventure', 'Indie']"
313,264200,One Finger Death Punch,Silver Dollar Games,Silver Dollar Games,0,500000,"['Action', 'Casual', 'Indie']"
316,265550,Dead Rising 3 Apocalypse Edition,Capcom Game Studio Vancouver,Capcom,0,500000,['Action']
