record_id,App Id,Name,Developers,Publishers,Metascores,Owners,Genres
858,675010,MudRunner,Saber Interactive,Focus Home Interactive,0,500000,['Simulation']
859,677620,Splitgate: Arena Warfare,1047 Games,1047 Games,0,2000000,"['Action', 'Free to Play', 'Indie']"
864,686810,Hell Let Loose,Black Matter Pty Ltd,Team17 Digital Ltd,0,1000000,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
867,692850,Bloodstained: Ritual of the Night,ArtPlay,505 Games,0,500000,"['Action', 'Adventure', 'RPG']"
868,698780,Doki Doki Literature Club!,Team Salvato,Team Salvato,0,2000000,"['Casual', 'Free to Play', 'Indie']"
871,700330,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,0,5000000,"['Action', 'Free to Play']"
874,704270,Generation Zero,Systemic Reaction,Systemic Reaction,0,200000,"['Action', 'Adventure']"
875,704850,Thief Simulator,Noble Muffins,PlayWay S.A.,0,500000,"['Action', 'Adventure', 'Indie', 'Simulation']"
877,706990,BLOCKPOST,Skullcap Studios,Skullcap Studios,0,1000000,"['Action', 'Free to Play', 'Indie']"
878,712100,Total War Saga: THRONES OF BRITANNIA,CREATIVE ASSEMBLY,SEGA,0,200000,"['Action', 'Strategy']"
880,714010,Aim Lab,Statespace,Statespace,0,1000000,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Early Access']"
883,729040,Borderlands Game of the Year Enhanced,Gearbox Software,2K,0,1000000,"['Action', 'RPG']"
885,731490,Crash Bandicoot N. Sane Trilogy,Vicarious Visions,Activision,0,200000,['Action']
886,732430,Superflight,GrizzlyGames,GrizzlyGames,0,200000,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']"
887,736190,Chinese Parents,China,China,0,1000000,"['Casual', 'Indie', 'RPG', 'Simulation', 'in Early Access']"
888,736220,Post Scriptum,Periscope Games,Offworld Industries,0,200000,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']"
891,738060,Freddy Fazbear's Pizzeria Simulator,Scott Cawthon,Scott Cawthon,0,1000000,"['Free to Play', 'Indie', 'Simulation']"
892,742120,DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light,Square Enix,Square Enix,0,200000,['RPG']
894,744900,Dead Frontier 2,Creaky Corpse Ltd,Creaky Corpse Ltd,0,2000000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
895,745920,Temtem,Crema,Humble Games,0,500000,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
900,755790,Ring of Elysium,Aurora Studio,TCH Scarlet Limited,0,10000000000,"['Action', 'Free to Play', 'Massively Multiplayer']"
903,766570,Russian Fishing 4,Russian Fishing,Russian Fishing,0,2000000,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation', 'Sports', 'Early Access']"
905,773951,Freeman: Guerrilla Warfare,KK Game Studios,KK Softworks,0,500000,"['Action', 'Indie', 'RPG', 'Strategy', 'in Early Access']"
906,774171,Muse Dash,PeroPeroGames,X.D. Network Inc.,0,500000,"['Action', 'Casual', 'Indie']"
908,774861,Project Winter,Other Ocean Interactive,Other Ocean Group,0,500000,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'in Early Access']"
917,809960,Radical Heights,Boss Key Productions,Boss Key Productions,0,1000000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']"
918,812140,Assassin's Creed Odyssey,Ubisoft Quebec,Ubisoft,0,2000000,"['Action', 'Adventure', 'RPG']"
919,812810,missed messages.,Angela He,Angela He,0,200000,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
922,813820,Realm Royale,Heroic Leap Games,Hi-Rez Studios,0,5000000,"['Action', 'Free to Play', 'Early Access']"
926,823130,Totally Accurate Battlegrounds,Landfall,Landfall,0,1000000,"['Action', 'Indie']"
928,824270,KovaaK 2.0,The Meta,The Meta,0,500000,"['Action', 'Indie', 'Simulation']"
929,834910,ATLAS,Grapeshot Games,Grapeshot Games,0,1000000,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access', 'in Early Access']"
931,838350,The Scroll Of Taiwu,ConchShip Games,ConchShip Games,0,2000000,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']"
933,843380,Super Animal Royale,Pixile,Pixile,0,"200,000","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access']"
934,844870,KurtzPel,KOG,KOG,0,2000000,"['Action', 'Free to Play', 'Early Access']"
936,848450,Subnautica: Below Zero,Unknown Worlds Entertainment,Unknown Worlds Entertainment,0,500000,"['Adventure', 'Indie', 'Early Access']"
938,851100,Touhou Luna Nights,Vaka Game Magazine,Why so serious?,0,200000,"['Action', 'Adventure', 'Indie', 'in Early Access']"
940,858810,Dawn of Man,Madruga Works,Madruga Works,0,200000,"['Indie', 'Simulation', 'Strategy']"
941,859570,Secret Neighbor,Hologryph,tinyBuild,0,200000,"['Action', 'Adventure', 'Indie']"
944,866800,The Walking Dead: The Final Season,Telltale Games,Skybound Games,0,500000,['Adventure']
945,871720,Ultimate Custom Night,Scott Cawthon,Scott Cawthon,0,1000000,"['Action', 'Free to Play', 'Indie']"
947,878750,Hentai Girl,GirlGame,GirlGame,0,200000,"['Casual', 'Indie', 'RPG', 'Simulation']"
948,880940,Pummel Party,Rebuilt Games,Rebuilt Games,0,1000000,"['Action', 'Casual', 'Indie']"
949,881100,Noita,Nolla Games,Nolla Games,0,200000,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
950,882100,XCOM: Chimera Squad,Firaxis Games,2K,0,200000,['Strategy']
952,884660,Cuisine Royale,Darkflow Software,Gaijin Distribution KFT,0,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'in Early Access']"
956,893520,Creative Destruction,NetEase Games,NetEase Games,0,1000000,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']"
957,895400,Deadside,Bad Pixel,Bad Pixel,0,500000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']"
960,903950,Last Oasis,Donkey Crew,Donkey Crew,0,500000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
961,905370,Conqueror's Blade,Booming Games,MY.GAMES,0,2000000,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
965,939960,Far Cry New Dawn,Ubisoft Montreal,Ubisoft,0,1000000,"['Action', 'Adventure']"
970,9450,"Warhammer 40,000: Dawn of War - Soulstorm",Relic Entertainment,SEGA,0,1000000,['Strategy']
971,945360,Among Us,Innersloth,Innersloth,0,5000000,['Casual']
973,950670,Gothic Playable Teaser,THQ Nordic Barcelona,THQ Nordic,0,500000,['RPG']
976,955050,Bright Memory,FYQD-Studio,FYQD-Studio,0,500000,"['Action', 'Adventure', 'Indie', 'in Early Access']"
977,955900,Amazing Cultivation Simulator,GSQ Games,Gamera Game,0,500000,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
979,960090,Bloons TD 6,Ninja Kiwi,Ninja Kiwi,0,1000000,['Strategy']
980,960170,DJMAX RESPECT V,NEOWIZ,NEOWIZ,0,200000,"['Action', 'Casual', 'Sports', 'in Early Access']"
981,96100,Defy Gravity Extended,Paul Fisch,Fish Factory Games,0,1000000,"['Action', 'Casual', 'Indie']"
982,962130,Grounded,Obsidian Entertainment,Xbox Game Studios,0,200000,"['Action', 'Adventure', 'Early Access']"
984,967050,Pacify,Shawn Hitchcock,Hitchcock Games,0,500000,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
985,969990,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Purple Lamp Studios,THQ Nordic,0,"200,000","['Action', 'Adventure', 'Casual']"
988,976730,Halo: The Master Chief Collection,343 Industries,Xbox Game Studios,0,2000000,['Action']
989,977950,A Dance of Fire and Ice,7th Beat Games,7th Beat Games,0,200000,['Indie']
992,991780,Russia ,Russian  ,Russian  ,0,500000,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Strategy', 'Early Access', 'in Early Access']"
993,992300,Bloody Spell,NA,NA,0,500000,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
994,994280,Gujian3,Japan,Japan,0,500000,['RPG']
995,996470,eFootball PES 2020,Konami Digital Entertainment,Konami Digital Entertainment,0,500000,['Sports']
996,996580,Spyro Reignited Trilogy,Toys for Bob,Activision,0,200000,"['Action', 'Adventure']"
